,label,i,test
35340,7,35340,False
35341,6,35341,False
35342,4,35342,True
35343,6,35343,False
35344,4,35344,False
35345,5,35345,False
35346,0,35346,False
35347,4,35347,True
35348,6,35348,False
35349,6,35349,False
35350,4,35350,False
35351,4,35351,False
35352,5,35352,False
35353,3,35353,False
35354,0,35354,False
35355,7,35355,False
35356,3,35356,True
35357,3,35357,False
35358,3,35358,False
35359,5,35359,False
35360,3,35360,False
35361,6,35361,False
35362,6,35362,False
35363,8,35363,True
35364,1,35364,False
35365,1,35365,True
35366,5,35366,False
35367,2,35367,False
35368,9,35368,False
35369,2,35369,True
35370,5,35370,False
35371,7,35371,False
35372,7,35372,False
35373,7,35373,True
35374,1,35374,False
35375,1,35375,True
35376,6,35376,True
35377,6,35377,True
35378,0,35378,False
35379,7,35379,False
35380,4,35380,False
35381,8,35381,False
35382,3,35382,False
35383,1,35383,False
35384,0,35384,False
35385,8,35385,False
35386,3,35386,False
35387,4,35387,False
35388,1,35388,False
35389,2,35389,False
35390,8,35390,True
35391,9,35391,False
35392,9,35392,False
35393,9,35393,True
35394,7,35394,False
35395,3,35395,True
35396,4,35396,False
35397,3,35397,False
35398,6,35398,False
35399,5,35399,False
35400,4,35400,True
35401,0,35401,True
35402,0,35402,False
35403,1,35403,False
35404,7,35404,False
35405,2,35405,False
35406,3,35406,False
35407,9,35407,False
35408,5,35408,False
35409,8,35409,False
35410,1,35410,False
35411,4,35411,True
35412,9,35412,False
35413,6,35413,False
35414,1,35414,False
35415,9,35415,False
35416,8,35416,True
35417,5,35417,False
35418,1,35418,False
35419,5,35419,False
35420,3,35420,False
35421,1,35421,False
35422,1,35422,False
35423,3,35423,False
35424,0,35424,True
35425,6,35425,False
35426,0,35426,False
35427,4,35427,False
35428,8,35428,False
35429,4,35429,False
35430,6,35430,False
35431,2,35431,False
35432,0,35432,True
35433,5,35433,False
35434,7,35434,False
35435,8,35435,False
35436,4,35436,False
35437,0,35437,False
35438,7,35438,False
35439,1,35439,False
35440,4,35440,False
35441,3,35441,False
35442,3,35442,False
35443,1,35443,False
35444,2,35444,False
35445,1,35445,False
35446,5,35446,False
35447,6,35447,False
35448,1,35448,False
35449,7,35449,False
35450,4,35450,False
35451,7,35451,False
35452,4,35452,False
35453,6,35453,True
35454,4,35454,False
35455,9,35455,False
35456,5,35456,True
35457,2,35457,False
35458,6,35458,False
35459,3,35459,False
35460,9,35460,False
35461,0,35461,True
35462,6,35462,False
35463,5,35463,True
35464,8,35464,True
35465,8,35465,False
35466,1,35466,True
35467,1,35467,False
35468,9,35468,False
35469,7,35469,True
35470,4,35470,False
35471,1,35471,False
35472,5,35472,False
35473,1,35473,False
35474,0,35474,False
35475,4,35475,False
35476,9,35476,False
35477,5,35477,False
35478,6,35478,False
35479,8,35479,False
35480,7,35480,True
35481,6,35481,False
35482,4,35482,False
35483,8,35483,True
35484,5,35484,False
35485,6,35485,False
35486,0,35486,False
35487,2,35487,False
35488,8,35488,False
35489,4,35489,False
35490,9,35490,False
35491,0,35491,False
35492,1,35492,False
35493,1,35493,False
35494,6,35494,False
35495,7,35495,False
35496,9,35496,False
35497,6,35497,False
35498,0,35498,False
35499,0,35499,False
35500,1,35500,True
35501,5,35501,True
35502,4,35502,False
35503,1,35503,False
35504,0,35504,True
35505,7,35505,False
35506,1,35506,False
35507,0,35507,False
35508,6,35508,False
35509,6,35509,False
35510,4,35510,False
35511,9,35511,False
35512,5,35512,False
35513,9,35513,False
35514,7,35514,False
35515,2,35515,False
35516,3,35516,False
35517,9,35517,True
35518,3,35518,False
35519,8,35519,False
35520,2,35520,True
35521,0,35521,False
35522,7,35522,True
35523,7,35523,False
35524,4,35524,False
35525,4,35525,False
35526,9,35526,False
35527,2,35527,False
35528,8,35528,False
35529,8,35529,False
35530,6,35530,False
35531,2,35531,False
35532,9,35532,False
35533,9,35533,False
35534,3,35534,False
35535,9,35535,False
35536,4,35536,False
35537,1,35537,False
35538,5,35538,False
35539,4,35539,False
35540,1,35540,False
35541,8,35541,False
35542,8,35542,False
35543,8,35543,False
35544,2,35544,False
35545,5,35545,True
35546,3,35546,False
35547,2,35547,False
35548,6,35548,False
35549,6,35549,False
35550,7,35550,False
35551,3,35551,False
35552,8,35552,False
35553,9,35553,False
35554,4,35554,False
35555,8,35555,False
35556,3,35556,True
35557,8,35557,False
35558,0,35558,False
35559,3,35559,True
35560,8,35560,False
35561,8,35561,False
35562,3,35562,True
35563,2,35563,False
35564,8,35564,True
35565,2,35565,False
35566,1,35566,False
35567,7,35567,False
35568,4,35568,False
35569,1,35569,False
35570,1,35570,False
35571,2,35571,False
35572,7,35572,False
35573,1,35573,True
35574,2,35574,True
35575,8,35575,False
35576,3,35576,False
35577,3,35577,False
35578,0,35578,True
35579,4,35579,False
35580,9,35580,False
35581,6,35581,False
35582,5,35582,False
35583,8,35583,False
35584,6,35584,True
35585,3,35585,False
35586,6,35586,True
35587,7,35587,True
35588,1,35588,False
35589,3,35589,False
35590,8,35590,False
35591,8,35591,False
35592,2,35592,False
35593,3,35593,False
35594,3,35594,False
35595,9,35595,False
35596,0,35596,False
35597,8,35597,False
35598,1,35598,False
35599,2,35599,False
35600,3,35600,False
35601,7,35601,False
35602,3,35602,False
35603,4,35603,False
35604,0,35604,False
35605,6,35605,False
35606,7,35606,False
35607,1,35607,True
35608,8,35608,False
35609,2,35609,False
35610,9,35610,True
35611,9,35611,True
35612,0,35612,False
35613,5,35613,False
35614,9,35614,False
35615,4,35615,False
35616,6,35616,False
35617,3,35617,False
35618,1,35618,True
35619,6,35619,False
35620,4,35620,True
35621,8,35621,False
35622,0,35622,False
35623,1,35623,True
35624,7,35624,False
35625,4,35625,False
35626,8,35626,False
35627,6,35627,False
35628,0,35628,False
35629,1,35629,False
35630,4,35630,False
35631,5,35631,True
35632,2,35632,False
35633,0,35633,False
35634,2,35634,False
35635,2,35635,False
35636,8,35636,False
35637,5,35637,False
35638,4,35638,True
35639,7,35639,False
35640,4,35640,False
35641,7,35641,False
35642,3,35642,True
35643,4,35643,False
35644,2,35644,False
35645,0,35645,False
35646,2,35646,False
35647,6,35647,False
35648,7,35648,False
35649,0,35649,False
35650,1,35650,False
35651,0,35651,False
35652,7,35652,False
35653,9,35653,True
35654,5,35654,False
35655,8,35655,False
35656,4,35656,True
35657,6,35657,True
35658,7,35658,True
35659,8,35659,True
35660,2,35660,False
35661,5,35661,False
35662,3,35662,False
35663,0,35663,False
35664,1,35664,False
35665,8,35665,False
35666,7,35666,False
35667,6,35667,False
35668,7,35668,False
35669,8,35669,False
35670,2,35670,False
35671,7,35671,False
35672,2,35672,False
35673,8,35673,False
35674,4,35674,False
35675,5,35675,False
35676,1,35676,True
35677,7,35677,False
35678,1,35678,False
35679,1,35679,False
35680,2,35680,True
35681,2,35681,False
35682,3,35682,False
35683,4,35683,False
35684,7,35684,True
35685,7,35685,False
35686,0,35686,False
35687,3,35687,False
35688,1,35688,False
35689,5,35689,False
35690,1,35690,False
35691,4,35691,False
35692,6,35692,False
35693,7,35693,False
35694,9,35694,False
35695,7,35695,False
35696,4,35696,False
35697,2,35697,False
35698,8,35698,False
35699,1,35699,False
35700,8,35700,False
35701,8,35701,False
35702,3,35702,True
35703,3,35703,False
35704,8,35704,False
35705,2,35705,True
35706,5,35706,False
35707,1,35707,True
35708,8,35708,False
35709,6,35709,True
35710,6,35710,False
35711,7,35711,False
35712,4,35712,False
35713,2,35713,True
35714,7,35714,False
35715,0,35715,True
35716,7,35716,False
35717,3,35717,False
35718,1,35718,False
35719,0,35719,False
35720,4,35720,False
35721,4,35721,False
35722,0,35722,False
35723,0,35723,False
35724,0,35724,True
35725,0,35725,True
35726,9,35726,False
35727,7,35727,False
35728,7,35728,False
35729,8,35729,True
35730,7,35730,False
35731,9,35731,False
35732,2,35732,True
35733,4,35733,False
35734,8,35734,False
35735,6,35735,False
35736,6,35736,False
35737,1,35737,True
35738,1,35738,True
35739,7,35739,False
35740,6,35740,True
35741,0,35741,False
35742,4,35742,False
35743,5,35743,False
35744,4,35744,False
35745,8,35745,False
35746,9,35746,True
35747,3,35747,True
35748,9,35748,False
35749,2,35749,False
35750,0,35750,False
35751,7,35751,True
35752,5,35752,False
35753,7,35753,True
35754,8,35754,False
35755,2,35755,False
35756,9,35756,False
35757,8,35757,False
35758,9,35758,True
35759,1,35759,True
35760,5,35760,False
35761,7,35761,False
35762,8,35762,False
35763,1,35763,False
35764,3,35764,False
35765,6,35765,False
35766,3,35766,False
35767,5,35767,False
35768,9,35768,False
35769,0,35769,True
35770,7,35770,True
35771,8,35771,False
35772,5,35772,False
35773,8,35773,False
35774,1,35774,False
35775,1,35775,True
35776,0,35776,True
35777,9,35777,False
35778,5,35778,False
35779,1,35779,False
35780,5,35780,True
35781,6,35781,False
35782,0,35782,False
35783,5,35783,False
35784,8,35784,True
35785,5,35785,False
35786,2,35786,True
35787,5,35787,False
35788,2,35788,False
35789,3,35789,True
35790,8,35790,False
35791,1,35791,True
35792,9,35792,False
35793,4,35793,False
35794,7,35794,True
35795,1,35795,False
35796,9,35796,False
35797,6,35797,True
35798,7,35798,False
35799,2,35799,False
35800,1,35800,False
35801,0,35801,False
35802,1,35802,False
35803,2,35803,False
35804,7,35804,False
35805,8,35805,False
35806,0,35806,True
35807,3,35807,False
35808,9,35808,False
35809,2,35809,False
35810,6,35810,False
35811,7,35811,True
35812,8,35812,False
35813,9,35813,False
35814,4,35814,True
35815,4,35815,False
35816,6,35816,False
35817,9,35817,True
35818,1,35818,False
35819,5,35819,True
35820,3,35820,False
35821,9,35821,True
35822,0,35822,False
35823,1,35823,False
35824,7,35824,False
35825,8,35825,False
35826,0,35826,False
35827,1,35827,False
35828,2,35828,False
35829,4,35829,False
35830,2,35830,False
35831,0,35831,True
35832,2,35832,False
35833,7,35833,False
35834,5,35834,False
35835,3,35835,False
35836,5,35836,False
35837,8,35837,False
35838,0,35838,False
35839,2,35839,False
35840,6,35840,False
35841,1,35841,False
35842,7,35842,False
35843,7,35843,False
35844,5,35844,False
35845,8,35845,False
35846,4,35846,False
35847,1,35847,False
35848,6,35848,False
35849,2,35849,True
35850,5,35850,False
35851,8,35851,False
35852,4,35852,False
35853,2,35853,True
35854,6,35854,False
35855,1,35855,False
35856,6,35856,True
35857,5,35857,False
35858,2,35858,False
35859,2,35859,False
35860,4,35860,True
35861,6,35861,False
35862,3,35862,False
35863,2,35863,False
35864,6,35864,False
35865,6,35865,False
35866,3,35866,False
35867,1,35867,False
35868,5,35868,False
35869,3,35869,False
35870,2,35870,True
35871,6,35871,False
35872,3,35872,False
35873,2,35873,False
35874,2,35874,True
35875,8,35875,False
35876,1,35876,False
35877,8,35877,False
35878,7,35878,False
35879,2,35879,False
35880,6,35880,False
35881,5,35881,False
35882,8,35882,False
35883,5,35883,False
35884,4,35884,False
35885,5,35885,False
35886,0,35886,False
35887,1,35887,True
35888,2,35888,False
35889,6,35889,False
35890,7,35890,False
35891,8,35891,False
35892,4,35892,False
35893,2,35893,False
35894,6,35894,False
35895,5,35895,False
35896,6,35896,False
35897,7,35897,False
35898,2,35898,False
35899,2,35899,False
35900,5,35900,False
35901,0,35901,False
35902,6,35902,True
35903,0,35903,False
35904,3,35904,False
35905,4,35905,False
35906,1,35906,False
35907,1,35907,False
35908,1,35908,False
35909,4,35909,False
35910,7,35910,False
35911,9,35911,True
35912,2,35912,True
35913,6,35913,False
35914,9,35914,False
35915,6,35915,False
35916,5,35916,False
35917,3,35917,False
35918,6,35918,True
35919,7,35919,False
35920,4,35920,True
35921,5,35921,False
35922,9,35922,False
35923,1,35923,False
35924,7,35924,False
35925,4,35925,False
35926,4,35926,True
35927,7,35927,False
35928,0,35928,False
35929,0,35929,False
35930,6,35930,False
35931,7,35931,False
35932,5,35932,False
35933,9,35933,False
35934,1,35934,False
35935,5,35935,True
35936,1,35936,True
35937,4,35937,False
35938,3,35938,False
35939,3,35939,False
35940,2,35940,False
35941,6,35941,False
35942,7,35942,False
35943,0,35943,False
35944,6,35944,False
35945,8,35945,False
35946,6,35946,False
35947,2,35947,False
35948,4,35948,False
35949,1,35949,False
35950,3,35950,False
35951,8,35951,True
35952,5,35952,False
35953,8,35953,False
35954,3,35954,False
35955,1,35955,True
35956,5,35956,False
35957,5,35957,False
35958,8,35958,False
35959,7,35959,False
35960,4,35960,True
35961,1,35961,False
35962,5,35962,False
35963,5,35963,False
35964,7,35964,False
35965,4,35965,False
35966,7,35966,False
35967,8,35967,False
35968,5,35968,False
35969,0,35969,False
35970,1,35970,False
35971,8,35971,False
35972,8,35972,True
35973,1,35973,False
35974,2,35974,False
35975,2,35975,False
35976,6,35976,True
35977,4,35977,False
35978,6,35978,False
35979,3,35979,False
35980,5,35980,False
35981,5,35981,True
35982,2,35982,False
35983,8,35983,True
35984,4,35984,False
35985,1,35985,False
35986,7,35986,False
35987,7,35987,False
35988,0,35988,False
35989,0,35989,False
35990,3,35990,False
35991,8,35991,False
35992,1,35992,False
35993,3,35993,False
35994,7,35994,False
35995,0,35995,False
35996,2,35996,False
35997,0,35997,True
35998,7,35998,True
35999,3,35999,False
36000,9,36000,True
36001,6,36001,False
36002,7,36002,False
36003,4,36003,False
36004,1,36004,True
36005,5,36005,False
36006,9,36006,True
36007,6,36007,False
36008,3,36008,False
36009,0,36009,True
36010,4,36010,False
36011,4,36011,True
36012,5,36012,False
36013,1,36013,False
36014,1,36014,True
36015,0,36015,False
36016,2,36016,False
36017,8,36017,False
36018,8,36018,True
36019,8,36019,True
36020,5,36020,True
36021,5,36021,False
36022,6,36022,True
36023,7,36023,False
36024,4,36024,False
36025,6,36025,True
36026,8,36026,True
36027,7,36027,False
36028,7,36028,True
36029,5,36029,False
36030,1,36030,False
36031,2,36031,False
36032,2,36032,False
36033,5,36033,False
36034,8,36034,False
36035,7,36035,False
36036,7,36036,False
36037,9,36037,False
36038,5,36038,False
36039,0,36039,True
36040,6,36040,False
36041,9,36041,False
36042,4,36042,False
36043,2,36043,False
36044,1,36044,False
36045,5,36045,False
36046,1,36046,False
36047,3,36047,True
36048,4,36048,True
36049,0,36049,False
36050,9,36050,False
36051,2,36051,False
36052,8,36052,False
36053,3,36053,False
36054,4,36054,False
36055,4,36055,False
36056,1,36056,True
36057,5,36057,True
36058,6,36058,False
36059,1,36059,False
36060,3,36060,False
36061,6,36061,False
36062,1,36062,False
36063,5,36063,False
36064,2,36064,True
36065,1,36065,True
36066,9,36066,True
36067,2,36067,False
36068,7,36068,False
36069,6,36069,False
36070,6,36070,False
36071,3,36071,False
36072,9,36072,False
36073,5,36073,False
36074,2,36074,False
36075,9,36075,False
36076,9,36076,False
36077,0,36077,True
36078,8,36078,False
36079,4,36079,False
36080,8,36080,False
36081,5,36081,True
36082,4,36082,False
36083,3,36083,False
36084,4,36084,True
36085,4,36085,False
36086,3,36086,False
36087,8,36087,False
36088,0,36088,False
36089,4,36089,False
36090,3,36090,False
36091,8,36091,False
36092,4,36092,False
36093,4,36093,False
36094,6,36094,True
36095,7,36095,False
36096,1,36096,False
36097,9,36097,False
36098,0,36098,False
36099,6,36099,False
36100,8,36100,True
36101,6,36101,False
36102,9,36102,True
36103,8,36103,False
36104,3,36104,False
36105,7,36105,False
36106,1,36106,False
36107,5,36107,False
36108,6,36108,False
36109,7,36109,True
36110,4,36110,True
36111,5,36111,False
36112,2,36112,False
36113,2,36113,False
36114,4,36114,False
36115,3,36115,True
36116,5,36116,False
36117,9,36117,True
36118,9,36118,False
36119,9,36119,False
36120,2,36120,False
36121,0,36121,False
36122,6,36122,True
36123,8,36123,False
36124,5,36124,False
36125,7,36125,True
36126,9,36126,False
36127,3,36127,False
36128,5,36128,False
36129,0,36129,False
36130,1,36130,False
36131,9,36131,False
36132,6,36132,False
36133,6,36133,False
36134,2,36134,False
36135,3,36135,True
36136,5,36136,False
36137,6,36137,True
36138,4,36138,False
36139,5,36139,False
36140,4,36140,False
36141,7,36141,False
36142,0,36142,False
36143,4,36143,False
36144,9,36144,True
36145,3,36145,False
36146,6,36146,False
36147,7,36147,False
36148,8,36148,False
36149,2,36149,False
36150,7,36150,False
36151,3,36151,True
36152,8,36152,False
36153,0,36153,False
36154,8,36154,False
36155,7,36155,True
36156,1,36156,True
36157,7,36157,True
36158,3,36158,False
36159,4,36159,True
36160,2,36160,False
36161,9,36161,False
36162,0,36162,False
36163,5,36163,True
36164,8,36164,True
36165,1,36165,True
36166,9,36166,False
36167,3,36167,False
36168,3,36168,False
36169,8,36169,False
36170,7,36170,True
36171,1,36171,False
36172,2,36172,False
36173,1,36173,False
36174,9,36174,False
36175,4,36175,True
36176,9,36176,False
36177,4,36177,False
36178,3,36178,False
36179,6,36179,False
36180,8,36180,True
36181,2,36181,True
36182,4,36182,False
36183,1,36183,True
36184,7,36184,True
36185,1,36185,False
36186,5,36186,True
36187,1,36187,True
36188,2,36188,False
36189,8,36189,False
36190,5,36190,True
36191,8,36191,False
36192,5,36192,True
36193,7,36193,False
36194,8,36194,False
36195,8,36195,False
36196,6,36196,False
36197,9,36197,False
36198,7,36198,False
36199,0,36199,False
36200,7,36200,False
36201,0,36201,False
36202,7,36202,False
36203,8,36203,False
36204,9,36204,False
36205,4,36205,True
36206,7,36206,False
36207,9,36207,False
36208,0,36208,False
36209,7,36209,False
36210,9,36210,False
36211,7,36211,False
36212,9,36212,False
36213,5,36213,False
36214,9,36214,True
36215,8,36215,False
36216,7,36216,False
36217,8,36217,False
36218,2,36218,False
36219,7,36219,False
36220,9,36220,False
36221,5,36221,False
36222,0,36222,False
36223,1,36223,True
36224,4,36224,False
36225,8,36225,True
36226,0,36226,True
36227,5,36227,False
36228,4,36228,False
36229,6,36229,False
36230,8,36230,False
36231,3,36231,True
36232,1,36232,True
36233,2,36233,False
36234,3,36234,False
36235,1,36235,False
36236,8,36236,False
36237,5,36237,False
36238,9,36238,False
36239,9,36239,False
36240,2,36240,True
36241,9,36241,False
36242,7,36242,False
36243,7,36243,False
36244,5,36244,False
36245,0,36245,False
36246,6,36246,True
36247,0,36247,False
36248,0,36248,False
36249,6,36249,True
36250,9,36250,True
36251,5,36251,False
36252,3,36252,True
36253,3,36253,False
36254,1,36254,False
36255,7,36255,False
36256,7,36256,False
36257,6,36257,False
36258,8,36258,False
36259,3,36259,False
36260,0,36260,False
36261,1,36261,False
36262,9,36262,False
36263,8,36263,False
36264,2,36264,False
36265,2,36265,False
36266,2,36266,True
36267,9,36267,False
36268,6,36268,False
36269,1,36269,True
36270,4,36270,False
36271,0,36271,False
36272,3,36272,False
36273,2,36273,False
36274,1,36274,False
36275,5,36275,False
36276,5,36276,True
36277,5,36277,False
36278,1,36278,False
36279,7,36279,False
36280,7,36280,False
36281,5,36281,True
36282,4,36282,False
36283,7,36283,True
36284,2,36284,False
36285,0,36285,False
36286,9,36286,False
36287,0,36287,True
36288,6,36288,False
36289,2,36289,False
36290,1,36290,True
36291,6,36291,False
36292,3,36292,False
36293,9,36293,False
36294,8,36294,False
36295,2,36295,False
36296,3,36296,False
36297,4,36297,False
36298,8,36298,False
36299,8,36299,True
36300,8,36300,True
36301,2,36301,True
36302,2,36302,True
36303,9,36303,False
36304,3,36304,False
36305,6,36305,False
36306,6,36306,True
36307,3,36307,True
36308,0,36308,False
36309,9,36309,False
36310,9,36310,False
36311,6,36311,False
36312,8,36312,False
36313,1,36313,False
36314,1,36314,False
36315,3,36315,False
36316,4,36316,False
36317,1,36317,False
36318,2,36318,False
36319,5,36319,False
36320,4,36320,False
36321,5,36321,False
36322,0,36322,False
36323,6,36323,True
36324,4,36324,False
36325,4,36325,False
36326,5,36326,False
36327,0,36327,True
36328,6,36328,False
36329,2,36329,False
36330,5,36330,False
36331,7,36331,False
36332,5,36332,True
36333,8,36333,False
36334,2,36334,False
36335,3,36335,False
36336,9,36336,False
36337,1,36337,False
36338,8,36338,False
36339,5,36339,False
36340,3,36340,False
36341,5,36341,False
36342,7,36342,False
36343,0,36343,False
36344,0,36344,False
36345,8,36345,False
36346,8,36346,False
36347,9,36347,False
36348,8,36348,False
36349,7,36349,False
36350,1,36350,False
36351,0,36351,False
36352,4,36352,False
36353,4,36353,False
36354,7,36354,False
36355,0,36355,False
36356,1,36356,False
36357,6,36357,False
36358,7,36358,False
36359,1,36359,False
36360,8,36360,True
36361,6,36361,False
36362,8,36362,False
36363,8,36363,False
36364,0,36364,True
36365,6,36365,False
36366,7,36366,False
36367,4,36367,True
36368,1,36368,False
36369,6,36369,False
36370,7,36370,False
36371,9,36371,False
36372,2,36372,False
36373,0,36373,False
36374,7,36374,False
36375,8,36375,True
36376,7,36376,False
36377,8,36377,False
36378,5,36378,False
36379,2,36379,False
36380,1,36380,False
36381,9,36381,False
36382,8,36382,False
36383,6,36383,False
36384,3,36384,False
36385,8,36385,False
36386,6,36386,False
36387,2,36387,False
36388,1,36388,False
36389,2,36389,False
36390,9,36390,False
36391,3,36391,False
36392,6,36392,False
36393,0,36393,True
36394,9,36394,False
36395,0,36395,False
36396,3,36396,False
36397,9,36397,True
36398,2,36398,False
36399,6,36399,False
36400,1,36400,False
36401,6,36401,False
36402,2,36402,False
36403,5,36403,False
36404,2,36404,False
36405,6,36405,False
36406,2,36406,False
36407,6,36407,False
36408,4,36408,False
36409,9,36409,False
36410,8,36410,False
36411,0,36411,True
36412,1,36412,False
36413,8,36413,False
36414,2,36414,False
36415,1,36415,True
36416,3,36416,False
36417,5,36417,False
36418,1,36418,False
36419,9,36419,True
36420,1,36420,False
36421,2,36421,False
36422,5,36422,False
36423,2,36423,True
36424,7,36424,True
36425,9,36425,False
36426,5,36426,False
36427,6,36427,False
36428,0,36428,False
36429,9,36429,True
36430,8,36430,False
36431,5,36431,False
36432,4,36432,True
36433,0,36433,False
36434,9,36434,False
36435,0,36435,False
36436,6,36436,False
36437,5,36437,True
36438,9,36438,False
36439,5,36439,False
36440,0,36440,False
36441,0,36441,False
36442,8,36442,False
36443,5,36443,False
36444,4,36444,False
36445,7,36445,False
36446,0,36446,True
36447,8,36447,False
36448,3,36448,False
36449,6,36449,False
36450,8,36450,False
36451,0,36451,False
36452,4,36452,False
36453,9,36453,False
36454,2,36454,False
36455,0,36455,True
36456,4,36456,False
36457,0,36457,False
36458,3,36458,False
36459,5,36459,False
36460,3,36460,False
36461,3,36461,False
36462,5,36462,False
36463,3,36463,False
36464,3,36464,False
36465,0,36465,False
36466,3,36466,False
36467,1,36467,False
36468,1,36468,True
36469,3,36469,False
36470,4,36470,False
36471,3,36471,False
36472,3,36472,False
36473,4,36473,True
36474,8,36474,True
36475,2,36475,False
36476,6,36476,False
36477,0,36477,False
36478,3,36478,False
36479,4,36479,False
36480,4,36480,False
36481,8,36481,False
36482,8,36482,False
36483,5,36483,False
36484,7,36484,False
36485,5,36485,True
36486,3,36486,False
36487,9,36487,False
36488,8,36488,False
36489,4,36489,False
36490,7,36490,False
36491,7,36491,False
36492,8,36492,False
36493,0,36493,True
36494,1,36494,False
36495,7,36495,False
36496,3,36496,False
36497,1,36497,False
36498,6,36498,True
36499,5,36499,False
36500,7,36500,False
36501,3,36501,False
36502,7,36502,True
36503,5,36503,False
36504,3,36504,False
36505,5,36505,False
36506,7,36506,False
36507,8,36507,True
36508,1,36508,False
36509,9,36509,False
36510,8,36510,False
36511,3,36511,False
36512,8,36512,True
36513,5,36513,False
36514,3,36514,False
36515,1,36515,False
36516,0,36516,False
36517,8,36517,False
36518,2,36518,False
36519,6,36519,False
36520,3,36520,False
36521,5,36521,False
36522,7,36522,False
36523,1,36523,False
36524,2,36524,False
36525,6,36525,False
36526,8,36526,False
36527,3,36527,False
36528,5,36528,True
36529,1,36529,False
36530,6,36530,False
36531,5,36531,False
36532,7,36532,False
36533,0,36533,False
36534,2,36534,False
36535,1,36535,False
36536,0,36536,False
36537,7,36537,False
36538,5,36538,False
36539,9,36539,False
36540,7,36540,True
36541,1,36541,False
36542,5,36542,True
36543,7,36543,False
36544,7,36544,False
36545,0,36545,True
36546,1,36546,False
36547,0,36547,False
36548,7,36548,False
36549,7,36549,False
36550,8,36550,False
36551,7,36551,True
36552,4,36552,False
36553,9,36553,False
36554,4,36554,True
36555,0,36555,False
36556,5,36556,False
36557,1,36557,True
36558,0,36558,True
36559,4,36559,False
36560,7,36560,False
36561,3,36561,False
36562,3,36562,True
36563,1,36563,False
36564,5,36564,False
36565,9,36565,True
36566,6,36566,False
36567,3,36567,False
36568,5,36568,True
36569,6,36569,False
36570,9,36570,False
36571,0,36571,True
36572,6,36572,False
36573,4,36573,False
36574,1,36574,False
36575,5,36575,False
36576,9,36576,False
36577,7,36577,False
36578,1,36578,False
36579,3,36579,False
36580,0,36580,False
36581,9,36581,False
36582,6,36582,False
36583,1,36583,False
36584,4,36584,False
36585,0,36585,True
36586,9,36586,False
36587,7,36587,False
36588,9,36588,False
36589,1,36589,False
36590,1,36590,True
36591,7,36591,True
36592,2,36592,False
36593,1,36593,False
36594,8,36594,False
36595,8,36595,False
36596,2,36596,False
36597,0,36597,False
36598,0,36598,False
36599,3,36599,False
36600,1,36600,False
36601,2,36601,False
36602,9,36602,False
36603,2,36603,False
36604,8,36604,False
36605,7,36605,True
36606,3,36606,False
36607,8,36607,False
36608,4,36608,False
36609,6,36609,True
36610,7,36610,False
36611,5,36611,False
36612,8,36612,True
36613,4,36613,True
36614,8,36614,False
36615,2,36615,False
36616,8,36616,True
36617,5,36617,False
36618,3,36618,True
36619,5,36619,True
36620,1,36620,False
36621,3,36621,True
36622,9,36622,True
36623,8,36623,False
36624,6,36624,False
36625,6,36625,True
36626,5,36626,True
36627,8,36627,False
36628,9,36628,False
36629,8,36629,False
36630,8,36630,False
36631,7,36631,False
36632,8,36632,False
36633,4,36633,False
36634,6,36634,False
36635,1,36635,False
36636,6,36636,True
36637,0,36637,False
36638,8,36638,True
36639,7,36639,True
36640,0,36640,False
36641,7,36641,False
36642,1,36642,False
36643,7,36643,False
36644,7,36644,False
36645,2,36645,True
36646,0,36646,True
36647,0,36647,False
36648,4,36648,False
36649,2,36649,False
36650,7,36650,True
36651,2,36651,False
36652,9,36652,False
36653,6,36653,False
36654,1,36654,False
36655,8,36655,False
36656,5,36656,False
36657,9,36657,True
36658,8,36658,False
36659,7,36659,False
36660,1,36660,False
36661,4,36661,False
36662,5,36662,False
36663,9,36663,False
36664,9,36664,False
36665,9,36665,False
36666,2,36666,False
36667,2,36667,True
36668,6,36668,False
36669,9,36669,False
36670,9,36670,False
36671,8,36671,True
36672,1,36672,False
36673,9,36673,False
36674,3,36674,False
36675,7,36675,False
36676,4,36676,False
36677,9,36677,False
36678,9,36678,False
36679,5,36679,True
36680,4,36680,False
36681,3,36681,False
36682,7,36682,False
36683,5,36683,True
36684,2,36684,False
36685,2,36685,False
36686,5,36686,False
36687,8,36687,False
36688,9,36688,True
36689,0,36689,False
36690,2,36690,False
36691,0,36691,True
36692,2,36692,False
36693,2,36693,True
36694,7,36694,False
36695,9,36695,False
36696,9,36696,False
36697,9,36697,False
36698,3,36698,False
36699,6,36699,False
36700,4,36700,True
36701,4,36701,False
36702,1,36702,True
36703,2,36703,False
36704,5,36704,False
36705,5,36705,False
36706,9,36706,False
36707,5,36707,False
36708,4,36708,False
36709,2,36709,False
36710,8,36710,False
36711,1,36711,False
36712,9,36712,False
36713,9,36713,False
36714,5,36714,True
36715,8,36715,True
36716,3,36716,True
36717,6,36717,False
36718,0,36718,False
36719,9,36719,False
36720,4,36720,False
36721,6,36721,True
36722,4,36722,False
36723,1,36723,True
36724,4,36724,False
36725,8,36725,False
36726,5,36726,True
36727,5,36727,False
36728,8,36728,False
36729,8,36729,False
36730,4,36730,True
36731,8,36731,True
36732,9,36732,False
36733,7,36733,False
36734,3,36734,True
36735,1,36735,False
36736,3,36736,True
36737,5,36737,False
36738,4,36738,False
